id,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,neighbourhood_group_n,neighbourhood_n,room_type_n
35376285,82,5,1,3,29,0,84,1
35376427,45,2,4,2,76,2,94,0
35376453,140,15,1,1,29,0,12,1
35376476,250,2,2,1,338,2,83,1
35376755,220,2,1,1,214,1,2,1
35377489,110,2,2,1,87,0,100,1
35378514,275,1,5,1,124,1,7,1
35378679,160,1,3,1,75,1,30,1
35378917,225,2,1,1,270,2,56,1
35379061,500,2,0,1,264,1,26,1
35379267,295,3,2,1,195,1,11,1
35379530,190,2,0,1,119,0,90,1
35379623,125,2,5,1,24,2,56,1
35379882,99,14,0,1,87,1,8,0
35379899,100,3,0,4,278,0,15,1
35380023,225,4,0,1,9,0,6,1
35380648,350,4,4,1,107,1,7,1
35380876,120,1,0,1,89,1,2,0
35381538,90,3,0,4,256,0,15,1
35382875,65,4,1,1,5,0,12,0
35383920,67,15,0,1,176,0,21,0
35384013,295,4,0,1,10,1,7,1
35384123,70,1,1,1,89,2,152,0
35384172,299,1,4,1,348,1,26,1
35384238,40,2,1,1,90,2,121,0
35384544,190,1,4,1,36,1,7,1
35384734,198,30,0,1,125,1,14,1
35384842,168,3,0,10,337,4,144,1
35384851,289,3,0,1,253,2,56,1
35385167,225,2,1,1,279,2,56,1
35385249,171,2,5,1,8,1,27,1
35385949,60,14,0,1,76,0,22,0
35386161,66,1,4,1,36,0,12,0
35386373,77,1,2,1,161,1,60,0
35386835,125,3,2,1,18,1,19,1
35386912,50,1,1,1,178,2,149,1
35386935,85,1,2,1,42,2,83,0
35386983,349,1,4,1,265,1,26,1
35387029,400,4,2,1,60,1,27,0
35387629,140,2,1,1,87,0,15,1
35388353,125,3,1,2,365,0,6,0
35388899,1200,3,0,1,51,1,8,1
35388921,90,1,0,2,179,1,30,0
35389003,90,1,0,2,179,1,30,0
35389856,220,2,3,1,176,1,11,1
35397690,400,4,3,1,57,1,9,1
35402354,215,30,0,6,299,1,43,1
35402920,250,3,0,2,8,0,15,1
35406064,170,30,0,6,221,1,43,1
35406411,94,3,1,2,20,1,7,0
35406694,195,4,0,5,274,0,21,0
35406921,175,30,0,6,317,1,43,1
35407072,30,1,1,1,34,0,15,0
35408266,40,30,0,1,6,1,2,0
35408369,400,2,0,3,226,0,6,1
35408455,100,6,4,1,191,1,1,0
35408591,185,30,0,2,58,1,102,1
35409062,149,1,0,1,363,4,144,0
35409488,226,2,3,1,163,1,19,1
35409565,150,1,3,3,312,0,6,1
35410832,214,2,1,1,185,1,26,1
35411781,45,2,1,1,154,0,6,0
35412521,177,30,2,1,32,0,21,1
35412871,250,2,4,1,183,1,19,1
35412877,489,3,1,1,259,1,1,1
35413859,250,2,3,1,190,1,7,1
35413988,650,3,3,1,232,1,7,1
35414687,250,2,5,1,188,1,23,1
35415121,150,30,0,1,66,1,7,1
35415247,30,1,3,4,350,2,83,2
35415489,250,2,4,1,160,1,68,1
35415829,400,4,0,1,348,0,20,1
35416249,400,3,0,1,358,0,20,1
35416343,350,3,2,1,363,0,12,1
35416507,500,3,0,1,354,0,12,1
35416674,489,3,4,1,167,1,71,1
35416858,78,2,1,1,208,1,2,1
35416869,99,2,0,1,365,2,94,2
35416914,450,3,1,1,263,1,26,1
35417083,300,3,0,1,359,0,12,1
35417147,500,3,2,1,332,0,12,1
35417570,200,4,0,1,45,0,38,1
35417968,500,3,1,1,357,0,12,1
35418634,85,1,1,1,27,2,56,1
35419046,129,3,0,1,51,0,21,1
35419996,385,2,1,1,28,1,71,1
35420233,119,3,1,2,30,1,7,0
35420277,189,3,2,1,339,1,43,1
35420482,89,1,8,1,88,0,21,1
35422253,100,1,2,1,63,2,44,0
35422599,65,1,0,4,74,2,46,0
35422824,100,3,0,1,247,0,15,1
35422845,220,5,0,1,77,1,28,1
35423325,190,2,4,1,29,1,7,1
35424212,200,4,0,1,121,1,4,1
35424310,125,2,2,1,7,0,21,1
35424418,100,1,0,1,0,1,18,1
35424717,230,1,1,1,6,1,27,1
35425001,160,1,0,1,14,1,68,1
35425032,185,3,1,1,267,1,7,1
35425034,185,30,0,2,346,1,43,1
35425128,80,2,1,1,10,0,12,0
35425429,450,3,0,1,161,1,71,1
35425436,70,1,2,1,161,0,6,0
35425596,340,2,0,1,180,1,19,1
35425638,249,30,0,1,325,1,28,1
35425682,120,3,2,1,203,1,7,1
35427155,35,2,6,2,38,2,46,0
35428184,108,1,4,1,113,1,28,0
35428298,288,2,0,1,346,4,88,1
35428765,150,7,0,1,8,1,18,1
35429053,199,2,0,1,49,1,26,1
35430128,135,1,7,1,94,1,8,1
35430378,75,1,0,2,180,2,152,0
35430525,223,3,3,1,25,1,7,1
35431400,150,30,0,1,180,1,52,1
35431739,120,5,1,1,23,1,28,1
35432326,199,1,3,1,324,1,43,1
35442636,300,2,1,1,365,1,4,1
35446198,80,1,1,2,23,0,12,0
35446948,60,3,0,1,9,0,6,0
35447651,450,4,8,1,66,1,7,1
35447708,88,30,0,7,360,1,2,0
35447709,89,30,0,7,360,1,2,0
35448360,185,2,3,1,43,1,1,1
35448444,50,1,8,3,75,0,73,0
35448514,88,30,0,7,364,1,2,0
35448516,89,30,2,7,361,1,2,0
35448841,300,2,1,1,284,1,23,1
35451163,575,2,0,1,287,1,2,1
35451608,600,3,1,1,351,0,20,1
35451636,88,30,0,7,364,1,2,0
35451637,88,30,0,7,360,1,2,0
35453591,225,2,1,1,261,2,25,1
35454095,800,3,0,1,277,1,28,1
35454285,30,3,3,1,46,0,22,2
35454551,79,3,0,10,69,4,144,0
35454756,220,5,1,1,63,2,25,1
35455445,172,30,0,1,331,1,102,1
35455986,99,2,1,2,342,3,172,1
35456139,58,3,0,10,75,4,144,0
35456208,89,30,0,7,305,1,2,0
35456322,220,1,3,1,52,1,7,1
35456622,190,1,3,2,269,0,6,1
35457028,55,3,0,10,86,4,144,0
35457664,55,3,0,10,89,4,144,0
35458291,65,1,3,3,357,2,46,0
35458547,202,3,2,1,215,1,9,1
35458699,60,2,1,2,343,0,54,0
35459319,475,4,2,1,157,1,26,1
35459328,305,1,2,1,133,1,7,1
35459465,60,7,0,2,15,0,21,0
35459480,262,2,5,1,118,0,12,1
35459559,70,3,0,1,90,2,37,0
35459644,300,5,0,2,209,0,3,1
35460496,74,4,0,1,44,1,53,0
35460630,48,30,0,25,347,0,13,0
35460924,48,30,0,25,333,0,13,0
35460949,200,1,0,1,3,1,7,1
35461013,48,30,0,25,310,0,13,0
35461095,48,30,0,25,68,0,13,0
35461209,48,30,0,25,219,0,13,0
35461302,48,30,0,25,340,0,13,0
35461373,48,30,0,25,341,0,13,0
35461466,48,30,0,25,257,0,13,0
35461527,48,30,0,25,342,0,13,0
35461620,48,30,0,25,305,0,13,0
35461700,48,30,0,25,341,0,13,0
35461818,199,7,0,1,33,0,12,1
35461822,48,30,0,25,67,0,13,0
35461885,48,30,0,25,337,0,13,0
35461960,48,30,0,25,334,0,13,0
35462054,48,30,0,25,66,0,13,0
35462128,48,30,0,25,342,0,13,0
35462273,48,30,0,25,189,0,13,0
35463373,200,2,0,1,10,0,12,1
35463466,249,2,2,1,177,1,52,1
35463471,209,30,0,87,364,1,11,1
35463686,45,2,1,1,84,2,56,2
35463900,210,2,1,1,32,1,7,1
35463996,100,1,0,1,293,1,8,0
35464309,900,2,0,1,245,1,26,1
35464315,180,1,2,1,365,0,20,1
35464448,300,3,1,1,53,1,7,1
35464492,400,3,3,1,128,1,19,1
35464510,38,5,1,3,356,0,6,0
35464594,150,20,0,1,35,0,22,1
35464662,140,2,2,1,105,1,28,1
35464719,175,30,0,1,311,1,43,1
35464920,60,1,0,1,342,2,145,0
35464959,35,3,1,1,342,4,156,0
35465106,219,1,5,1,173,1,7,1
35465165,350,8,0,1,78,1,14,0
35465343,85,28,0,1,74,0,6,1
35465452,450,3,3,1,101,1,50,1
35465579,55,1,4,2,308,2,83,0
35465766,99,3,1,1,95,2,106,0
35465967,70,30,0,1,96,1,27,0
35466184,60,14,1,1,26,0,10,0
35466744,99,3,2,1,52,4,138,1
35466745,300,3,4,1,161,1,50,1
35466749,349,1,0,3,346,1,28,1
35466764,264,2,5,1,327,0,12,1
35466919,149,4,0,1,39,2,25,1
35467129,220,3,0,1,29,1,7,1
35467286,58,2,0,1,57,0,21,0
35467615,100,1,2,3,179,2,56,0
35467651,299,3,3,1,195,0,12,1
35467734,299,3,2,1,350,1,26,1
35467947,55,2,0,3,314,0,21,0
35468220,75,1,0,1,7,2,63,1
35468369,850,3,0,1,19,1,26,1
35468870,44,7,1,1,227,2,183,0
35468906,200,2,1,1,265,1,8,1
35469069,49,1,1,1,48,2,103,0
35470543,60,3,1,3,72,0,21,0
35471285,203,2,0,1,88,1,64,1
35474470,211,3,4,1,56,1,7,1
35474830,38,10,0,1,67,0,79,0
35475475,350,1,10,1,163,1,7,1
35477828,100,2,4,1,64,0,6,1
35479956,150,3,1,2,107,0,13,1
35480817,320,1,12,1,189,1,7,1
35481276,28,1,0,2,341,2,83,2
35481361,25,10,1,3,299,0,22,2
35481807,25,4,1,3,334,0,22,2
35481836,1750,7,0,1,178,1,50,1
35481930,25,10,0,3,341,0,22,2
35482322,249,2,1,1,146,1,52,1
35482487,60,3,6,1,21,0,84,1
35482897,240,3,2,1,35,1,14,1
35483304,325,2,4,1,197,1,14,1
35483321,95,1,4,1,84,4,59,1
35483911,250,3,1,1,14,1,8,1
35484268,38,30,0,6,358,2,44,2
35484401,35,30,0,14,320,0,21,2
35484662,100,1,9,7,253,2,56,0
35484875,200,1,1,1,326,1,43,1
35485080,60,3,0,2,365,0,70,0
35485220,69,1,2,3,355,2,37,2
35485306,159,1,0,1,201,1,5,1
35486014,63,30,0,14,311,0,21,0
35486841,64,30,0,14,343,0,21,0
35486871,34,1,2,1,278,1,30,0
35487169,79,30,0,14,365,0,21,0
35487203,45,2,1,1,364,4,99,0
35487783,119,3,3,1,174,1,28,1
35487942,165,3,0,1,71,1,23,1
35488159,80,1,0,1,297,0,70,1
35488376,150,1,6,3,222,1,7,1
35489384,75,1,1,1,299,3,108,1
35490477,35,3,0,3,275,0,21,0
35490616,259,2,4,1,345,0,12,1
35490736,100,30,0,1,64,0,13,0
35490739,180,10,1,1,17,1,71,1
35490967,200,3,0,5,294,1,11,1
35491013,395,3,2,1,152,1,7,1
35491409,150,1,7,3,135,1,8,0
35491909,97,2,0,1,324,0,70,1
35492112,475,2,3,3,343,0,21,1
35492191,250,2,2,1,335,1,43,1
35492664,200,2,2,3,351,0,21,1
35492876,650,2,1,3,338,0,21,1
35493162,184,3,1,1,217,0,12,1
35493691,89,24,0,2,36,1,4,1
35493937,189,2,1,1,69,1,5,1
35494744,198,2,2,1,11,0,13,1
35495374,125,1,0,1,207,1,7,0
35495582,500,3,14,2,45,1,7,1
35496484,275,4,0,1,59,1,7,1
35496676,130,1,9,3,79,1,8,0
35496813,31,1,0,1,105,0,70,0
35496842,85,1,6,1,362,4,127,1
35497728,50,1,0,1,87,1,30,0
35497792,105,1,1,1,21,1,14,0
35499352,100,3,0,1,88,4,59,0
35505287,300,7,0,1,39,1,8,2
35507112,275,5,0,1,9,0,10,1
35507424,290,2,1,1,25,1,14,1
35507713,160,4,1,1,243,1,28,1
35507844,178,3,2,1,22,1,7,1
35507981,60,3,1,1,94,0,70,1
35508218,85,1,8,1,166,2,178,1
35508864,200,1,2,1,316,0,20,1
35509087,95,2,2,2,164,0,13,0
35509152,220,3,2,1,54,1,14,1
35509472,145,1,0,2,83,1,43,0
35510673,55,1,1,3,35,1,2,0
35510795,99,1,4,6,364,2,37,0
35510968,97,11,0,1,25,0,16,1
35512005,249,3,1,1,89,0,29,1
35512438,90,1,0,1,102,1,4,0
35512965,55,1,0,3,21,1,2,0
35513883,50,3,0,2,158,0,79,0
35515382,249,3,0,1,176,1,27,1
35515415,200,2,4,1,365,2,103,1
35515733,950,3,0,1,69,1,102,1
35515780,149,3,0,1,3,2,210,1
35515910,180,4,0,1,5,1,27,1
35516587,109,5,0,1,46,3,194,1
35516704,50,3,0,2,311,0,22,0
35517557,50,1,6,3,83,0,73,0
35518055,100,2,0,2,20,0,15,0
35518708,85,1,1,3,60,2,56,0
35518765,179,2,0,1,311,1,64,1
35518805,50,1,3,3,348,0,22,0
35519038,190,1,1,2,311,0,6,1
35519175,120,1,0,3,103,0,70,0
35520115,90,1,2,1,90,2,139,0
35520176,750,3,0,1,13,1,2,1
35520479,90,3,0,2,112,1,8,0
35520721,200,3,2,1,261,2,62,1
35521170,280,2,1,1,363,1,1,0
35521820,200,2,0,1,4,0,12,1
35521916,130,2,1,1,13,0,12,1
35522281,65,6,1,1,19,0,3,0
35522357,120,1,0,1,160,1,9,1
35522946,197,30,0,1,158,1,5,1
35524274,67,3,0,2,113,4,142,0
35526392,250,7,0,1,44,1,28,1
35531168,35,30,0,1,44,0,117,0
35533434,100,1,0,4,353,1,27,0
35533850,100,1,0,4,350,1,27,0
35533939,100,1,0,4,352,1,27,0
35534087,100,1,0,4,293,1,27,0
35535750,350,4,3,1,129,1,23,1
35535989,65,3,1,1,348,0,6,0
35536266,50,1,4,2,119,2,46,1
35536969,250,2,1,1,66,0,6,1
35539005,55,1,0,1,86,0,147,0
35539036,299,2,0,1,74,1,14,1
35539920,50,1,6,8,273,2,129,0
35540614,499,3,0,1,34,1,8,1
35540673,120,3,1,1,9,0,6,1
35540740,36,15,1,1,46,0,54,0
35540762,49,1,4,3,345,2,112,0
35541835,170,5,1,1,4,1,23,1
35542412,465,3,3,1,250,0,12,1
35542686,46,1,1,1,365,2,37,0
35542830,120,30,1,1,286,0,12,1
35543031,175,2,0,1,6,0,3,1
35543132,150,3,0,1,232,0,16,1
35543291,70,1,2,1,365,2,37,0
35543560,55,2,0,2,179,0,70,0
35545031,95,3,1,2,360,0,15,0
35545082,50,2,3,2,330,2,56,0
35545626,250,7,0,1,10,1,45,1
35546298,57,1,4,1,340,4,136,2
35546352,85,1,5,1,62,2,46,1
35546843,300,3,1,3,302,1,4,1
35547124,40,2,2,1,3,2,83,0
35547909,35,1,0,6,7,2,37,0
35548551,89,2,1,1,4,0,22,1
35548672,60,3,0,2,81,1,30,0
35548721,49,5,0,4,134,0,21,0
35549378,100,1,0,1,167,1,7,0
35558366,99,1,4,6,365,2,37,0
35561531,67,3,0,2,88,1,2,0
35563249,100,2,3,1,6,1,50,1
35563781,50,1,2,3,342,0,22,0
35564919,159,4,2,1,28,0,21,1
35565108,250,2,1,2,9,0,21,1
35565616,240,1,1,1,75,1,11,1
35566070,135,3,1,1,15,1,28,1
35566162,60,3,1,1,20,4,80,1
35567048,160,14,0,1,59,1,30,1
35567269,125,5,0,1,58,1,28,1
35567504,50,7,0,1,6,0,21,0
35568112,800,2,0,1,225,1,8,1
35569130,68,3,0,2,363,0,70,0
35569189,165,3,2,1,207,1,2,1
35569456,600,3,4,1,323,0,32,1
35569459,900,3,1,1,292,1,27,1
35569626,80,1,0,1,12,0,22,1
35570396,90,5,0,1,193,1,2,0
35570498,175,28,0,1,340,1,1,1
35570515,180,7,0,3,270,1,28,1
35570674,600,2,1,1,226,1,26,1
35570995,65,14,0,1,319,1,4,0
35571189,139,2,0,1,134,0,12,1
35572261,110,20,0,2,161,2,44,1
35572377,32,30,0,10,324,0,6,2
35572559,145,1,0,2,35,1,43,0
35573040,109,9,0,1,16,0,79,1
35573043,350,3,0,1,51,1,1,1
35573815,60,1,3,3,130,1,8,0
35573971,95,4,2,1,84,0,15,1
35574349,275,1,1,1,308,1,27,1
35575060,187,3,1,1,256,0,20,1
35575853,100,2,0,1,7,1,4,0
35575867,250,2,0,1,170,1,23,1
35575973,149,2,0,2,53,2,25,0
35576264,70,30,0,3,225,1,45,0
35576552,80,1,0,1,365,2,162,0
35576863,843,1,4,1,358,1,7,1
35577620,67,1,0,2,300,0,15,1
35577642,150,1,3,1,65,4,105,1
35577716,129,2,0,4,316,2,126,0
35577810,70,30,0,3,339,1,45,0
35577860,140,30,0,3,116,1,71,1
35577986,46,3,1,3,81,0,6,0
35578345,213,1,1,1,336,1,14,1
35578522,59,1,1,2,24,0,22,0
35578616,65,3,0,1,327,0,90,0
35578766,75,3,3,3,13,0,12,0
35578913,225,1,1,1,82,1,43,1
35579143,66,1,1,1,70,1,28,2
35579436,200,2,1,1,43,1,19,1
35579504,395,1,4,1,296,1,1,1
35579856,400,3,0,1,161,1,7,1
35580305,215,1,4,1,246,1,43,1
35580335,500,3,0,1,28,0,38,1
35580805,75,3,1,3,13,0,12,0
35581246,145,5,1,3,17,0,12,1
35581315,46,2,1,3,163,0,111,0
35582464,179,5,3,1,76,1,19,1
35582765,132,1,2,1,46,1,26,1
35583012,79,2,1,4,90,0,70,0
35583150,150,1,0,2,14,1,2,1
35583579,90,8,0,2,77,1,28,0
35583886,450,1,1,1,156,1,52,1
35584234,210,7,1,1,306,1,23,1
35584546,69,7,0,1,254,4,188,1
35590205,120,5,4,1,285,1,4,1
35593963,209,3,1,1,68,1,7,1
35595716,800,30,0,1,266,1,1,1
35595727,128,5,0,1,152,0,21,1
35596905,149,6,0,1,297,0,193,1
35596923,429,5,2,1,152,1,27,1
35597268,135,31,2,2,184,1,2,1
35597348,95,2,0,1,47,4,59,1
35597782,160,3,0,7,23,2,25,1
35597932,130,31,0,2,333,1,2,1
35598116,320,1,7,1,121,1,1,1
35598253,87,2,1,1,90,0,70,1
35598472,205,1,3,1,45,1,43,1
35598561,305,30,3,1,311,1,8,1
35598818,144,30,1,2,223,1,2,1
35599003,167,5,1,1,94,2,95,1
35599237,100,30,0,1,235,0,12,1
35599954,168,2,4,1,154,0,12,1
35600813,425,3,0,1,135,1,7,1
35600829,115,30,0,2,211,1,2,1
35600877,46,2,2,3,180,0,111,0
35601251,38,2,0,3,171,0,111,0
35601334,60,1,0,1,83,4,59,0
35601555,300,30,0,14,338,1,1,1
35601668,159,1,5,1,170,1,19,1
35602964,600,2,0,1,267,1,26,1
35602997,185,1,2,1,130,0,12,1
35603341,99,30,0,5,344,1,28,1
35603512,140,4,0,1,103,4,114,1
35603798,290,1,0,1,355,1,19,1
35603885,180,2,0,1,260,0,12,1
35603965,170,30,0,1,332,1,1,1
35604423,200,9,0,1,15,1,43,1
35604447,170,1,3,1,270,1,1,1
35604874,400,30,0,23,211,1,5,1
35605010,99,2,1,1,144,0,70,1
35605729,425,2,0,1,162,1,28,1
35605837,175,4,0,1,89,1,7,1
35606165,20,1,1,1,353,0,75,2
35606381,350,30,0,23,331,1,5,1
35606417,149,3,0,1,169,2,44,1
35606542,350,30,0,23,327,1,5,1
35606565,220,2,0,1,244,0,12,1
35607369,200,30,0,23,365,1,5,1
35607523,170,4,0,1,199,0,16,1
35607568,200,30,0,23,365,1,5,1
35607797,175,30,0,23,353,1,5,1
35607893,161,2,2,1,288,0,12,1
35607907,300,4,0,1,26,2,56,1
35607932,125,1,0,2,75,1,11,0
35608098,80,3,1,1,112,1,30,0
35608108,160,2,3,1,309,0,12,1
35608298,190,30,0,23,343,1,5,1
35608471,75,2,0,2,90,2,46,0
35608603,365,2,0,1,18,1,43,1
35608677,150,2,0,1,235,0,12,1
35608964,55,1,0,1,59,2,37,0
35609328,190,3,2,1,23,1,1,1
35609562,80,2,2,1,11,1,4,0
35609955,75,2,0,1,14,2,56,1
35610163,130,1,2,1,148,2,81,1
35610220,78,2,0,1,28,0,21,0
35610360,90,3,0,2,24,1,8,0
35610591,85,2,1,2,36,1,4,0
35611637,39,3,0,2,179,0,111,0
35611781,75,1,3,3,90,2,183,0
35612199,150,2,0,1,74,0,32,1
35612963,37,1,4,6,344,0,3,2
35612982,12,1,0,1,359,2,39,2
35613002,300,1,8,1,213,1,23,1
35613103,110,30,0,1,104,0,20,1
35613104,54,1,0,2,29,2,44,0
35613598,45,1,3,15,188,0,6,0
35613707,119,1,0,1,179,2,37,1
35614155,35,2,1,2,59,4,169,0
35614263,190,1,7,1,210,0,12,1
35614490,220,2,1,1,10,1,43,1
35614638,99,2,2,1,63,1,11,0
35614773,200,1,2,1,37,1,8,1
35614888,65,1,2,1,364,4,72,0
35615010,50,1,0,1,28,0,79,0
35615611,60,1,0,1,365,0,35,0
35615652,41,3,1,1,57,0,6,0
35615687,350,2,1,2,0,0,6,1
35616144,70,21,0,1,195,0,193,1
35616292,54,2,0,2,336,0,54,0
35616402,100,5,0,1,197,2,31,0
35616470,100,2,0,1,89,1,28,0
35616482,90,2,1,1,5,0,6,0
35616750,196,2,1,1,149,1,52,1
35616793,78,1,5,3,326,2,94,1
35617028,100,3,1,1,65,0,20,0
35617075,320,3,3,1,160,1,7,1
35617353,129,1,4,1,186,1,7,1
35617505,80,3,0,3,170,1,2,0
35617875,85,3,1,1,341,2,56,0
35618095,40,14,0,1,342,2,44,0
35618225,140,3,1,1,5,1,1,1
35618798,100,3,0,1,179,2,198,0
35618939,56,1,0,4,304,2,126,0
35619073,100,3,1,1,201,3,41,1
35619385,180,2,3,1,327,1,4,0
35619415,150,4,0,1,317,1,8,1
35619694,65,1,4,1,109,0,22,0
35619784,100,1,0,1,189,2,95,1
35620506,75,2,2,4,349,0,70,0
35628011,95,3,1,1,5,0,12,1
35633100,65,2,3,1,76,1,2,0
35633408,49,2,0,4,307,2,126,0
35633930,120,5,0,1,27,1,9,1
35634364,40,3,0,2,34,0,12,0
35634704,90,2,1,1,365,2,31,0
35634901,249,3,1,1,149,1,1,1
35635711,300,4,0,1,77,1,26,1
35635841,800,2,0,1,254,1,26,1
35638345,400,2,0,1,26,1,7,2
35638944,240,2,0,2,159,2,125,1
35639073,400,2,0,1,23,1,7,2
35639950,49,30,0,3,365,0,21,2
35640448,179,1,1,1,321,2,39,1
35640594,35,30,0,5,341,0,12,2
35641231,400,2,0,1,166,1,7,2
35642392,250,4,0,1,4,1,19,1
35642402,129,3,1,1,21,0,33,1
35642484,475,1,1,6,9,0,21,1
35642823,35,2,1,1,359,1,30,0
35642891,10,1,2,1,0,0,21,0
35643772,90,2,0,1,10,0,22,1
35643807,100,1,0,1,341,1,2,0
35644433,200,2,0,1,14,0,12,1
35644555,125,2,0,1,125,1,2,0
35644795,50,1,0,1,347,0,13,2
35645630,135,1,1,1,3,1,45,1
35645833,199,6,1,1,156,0,15,1
35646056,295,5,0,1,268,1,19,1
35646375,140,4,1,2,34,1,7,0
35646392,358,1,0,5,349,1,1,0
35646472,89,10,0,1,53,1,8,1
35646539,358,1,0,5,353,1,1,0
35646737,85,1,1,5,261,1,14,0
35646747,111,2,2,1,6,0,113,0
35647681,100,5,1,1,243,0,3,1
35647761,265,1,2,1,246,1,43,1
35647951,295,5,1,1,141,1,19,1
35648056,417,3,1,1,219,1,7,1
35648435,65,1,1,1,365,4,173,0
35649754,150,1,0,1,2,1,7,1
35650240,57,2,3,1,29,0,12,0
35650326,75,1,4,1,9,1,28,0
35651376,180,4,0,1,12,0,79,1
35651982,59,1,0,1,357,1,18,0
35652031,54,4,2,3,330,0,6,0
35652334,40,3,1,3,96,0,21,0
35653043,350,2,0,1,38,1,1,0
35653330,230,2,2,1,274,0,21,1
35653871,95,15,0,1,89,1,26,0
35654692,299,6,0,1,57,1,5,1
35654798,55,3,0,2,140,4,142,0
35655420,239,3,3,1,158,1,5,1
35655547,51,1,1,1,84,1,30,0
35655950,74,1,10,1,160,2,139,0
35656431,40,1,1,1,66,2,37,0
35656689,120,1,1,1,331,2,81,1
35657486,200,1,1,1,344,0,6,1
35657662,200,1,0,1,312,1,9,1
35658004,200,1,1,1,270,1,23,1
35658458,200,3,0,1,270,1,23,1
35658677,450,1,1,1,337,1,7,1
35660065,32,30,0,3,330,0,21,2
35661889,58,30,0,3,340,0,21,0
35662019,63,31,0,1,250,1,7,0
35664876,45,30,0,5,302,0,21,2
35665927,55,1,2,2,293,2,25,0
35666988,210,1,3,1,7,1,4,0
35667379,65,1,1,3,17,1,2,0
35667738,31,30,0,6,333,0,21,2
35668212,35,30,0,5,357,0,21,2
35669284,72,30,0,5,341,0,21,0
35669345,34,30,0,10,341,0,6,2
35669735,225,4,1,1,225,1,64,1
35669975,300,30,0,1,155,1,1,1
35670657,100,7,0,1,146,0,15,1
35670919,80,30,0,5,343,0,21,0
35671265,130,3,0,2,42,1,28,1
35671794,100,1,0,3,178,0,6,0
35671998,219,2,0,1,359,2,155,1
35672353,65,2,0,1,296,4,42,0
35672714,150,3,3,1,327,2,160,1
35672777,297,20,0,1,276,1,23,1
35672836,100,1,1,3,89,2,56,0
35673061,450,1,1,2,360,1,7,1
35674837,60,1,5,1,1,1,4,2
35675069,60,1,0,1,171,0,6,0
35675859,235,1,0,5,338,1,30,1
35676024,67,1,0,1,31,0,0,0
35676174,120,2,1,1,6,1,19,1
35676573,226,2,0,1,328,0,12,1
35676738,25,1,0,1,178,0,73,0
35677001,350,5,0,1,87,1,7,1
35677349,275,3,0,1,362,0,12,1
35678147,65,3,0,2,364,0,21,0
35678273,39,3,0,8,170,4,144,0
35678627,99,2,1,4,169,0,90,0
35679309,100,1,1,1,96,0,0,1
35679614,85,1,0,1,23,1,19,0
35679813,60,20,0,1,38,0,15,0
35679935,300,2,0,1,12,2,94,1
35680065,75,1,2,3,139,0,6,0
35680174,140,2,4,1,359,0,21,1
35680258,130,2,0,1,79,0,123,1
35680818,75,14,0,2,133,1,27,0
35681056,251,3,3,1,258,1,7,1
35681112,75,2,0,1,14,0,6,0
35681163,100,1,1,2,27,0,12,0
35681619,295,2,0,1,300,0,12,1
35681857,310,3,1,1,5,0,13,1
35682178,69,1,1,6,170,0,21,0
35682486,125,1,0,1,20,1,28,0
35682527,51,1,1,1,45,1,2,0
35682665,80,3,1,2,179,0,111,0
35682980,395,2,0,1,351,0,12,1
35683012,450,2,0,1,345,0,12,1
35683489,500,3,0,1,362,0,12,1
35683518,99,1,1,1,264,0,38,0
35683776,42,1,0,1,87,3,41,0
35684442,50,30,0,3,338,1,2,0
35684457,249,1,1,1,359,1,28,1
35684596,49,1,0,4,321,2,126,0
35685857,210,5,2,1,354,1,30,1
35686069,225,4,2,1,289,1,4,1
35686533,59,3,2,12,353,2,39,0
35686575,35,1,2,1,23,2,81,0
35686594,90,3,1,1,329,0,21,1
35686679,250,5,0,1,53,2,63,1
35686816,125,3,0,1,31,0,3,1
35687199,80,1,0,5,19,2,49,0
35687862,200,2,1,1,338,0,12,1
35688219,98,1,0,2,88,0,54,1
35688424,105,2,0,2,17,0,6,0
35691113,285,2,0,1,338,1,60,1
35691215,159,2,1,1,327,0,13,0
35692073,279,3,2,1,244,1,1,1
35693860,60,1,0,1,9,0,3,0
35699079,91,1,0,1,50,1,2,1
35699567,99,2,0,1,90,2,83,0
35700408,130,3,0,1,38,1,4,1
35700700,70,2,2,2,331,0,21,0
35702066,52,4,1,3,325,0,6,0
35702658,69,2,0,1,0,0,6,0
35702864,118,2,3,1,101,0,6,1
35703509,30,3,0,12,360,2,39,2
35703583,195,4,0,1,39,0,10,1
35704185,125,2,0,2,37,0,3,1
35704764,79,30,1,3,297,0,21,0
35704999,300,1,0,3,334,1,7,1
35705257,30,3,2,12,354,2,39,2
35705482,79,30,1,3,365,0,21,0
35705568,59,1,4,6,160,0,21,0
35706068,2000,1,0,1,365,2,25,1
35706150,30,3,0,12,351,2,39,2
35706482,79,1,0,2,342,0,12,0
35706862,80,1,0,2,2,0,12,1
35706957,75,1,1,1,65,1,2,0
35707070,115,1,0,1,90,0,12,0
35707097,30,3,1,12,358,2,39,2
35707367,175,3,3,1,49,1,14,1
35707474,89,1,0,12,365,2,39,0
35707595,150,1,2,1,58,1,23,0
35707776,30,3,0,12,360,2,39,2
35707820,150,1,0,1,223,1,1,1
35707944,80,1,0,2,1,0,12,1
35707945,160,1,1,1,26,1,4,1
35708459,43,3,0,2,320,0,6,0
