id,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,neighbourhood_group_n,neighbourhood_n,room_type_n
848718,75,3,46,3,311,0,24,0
848722,45,2,39,4,292,2,37,0
848853,65,2,15,1,361,1,2,0
849409,120,5,145,1,0,0,29,1
849567,80,4,16,1,0,1,18,1
849603,100,7,52,1,56,0,15,1
849703,250,2,82,1,0,0,33,1
850097,235,2,97,1,40,1,11,1
850148,85,2,35,2,365,0,12,0
850198,195,31,8,1,273,1,28,1
850338,145,3,166,2,151,0,12,1
850435,55,30,0,1,159,0,12,1
850517,289,3,38,4,354,0,21,1
850712,120,30,17,1,231,1,52,1
850943,149,5,26,2,14,0,12,1
851130,100,1,31,1,364,1,30,2
851772,166,1,15,1,188,1,28,1
851784,99,3,106,1,331,1,30,1
852118,150,2,37,2,230,0,15,1
852632,44,2,155,1,325,0,34,2
852949,195,2,12,1,90,1,52,1
853900,95,30,0,1,0,2,56,1
854033,100,4,8,2,7,1,102,0
854253,60,5,3,1,189,0,22,1
854521,62,2,45,2,310,1,2,0
855206,99,5,8,1,0,1,19,0
855462,90,15,25,1,35,1,23,0
855549,88,1,100,3,98,1,8,0
855919,125,1,64,1,135,1,2,1
856304,74,1,8,1,283,0,22,0
856440,176,7,33,1,0,1,7,1
856918,62,2,11,2,158,0,16,0
857696,51,1,4,5,0,1,4,0
857810,249,3,31,1,365,0,12,1
858223,200,2,82,3,157,1,14,1
858695,30,2,291,1,208,4,119,0
859023,240,2,22,1,280,0,34,1
859596,100,1,58,2,316,1,4,0
860163,125,2,71,1,199,1,4,1
860401,149,29,86,2,125,0,13,1
860827,170,1,315,1,275,0,3,1
862890,150,2,3,1,365,1,30,0
864790,125,4,77,1,326,1,8,0
864981,68,5,43,2,282,0,79,0
865355,90,7,35,1,312,1,2,0
866890,65,3,68,2,361,1,2,0
867020,50,31,10,3,193,0,20,0
867721,65,3,132,3,35,0,6,0
867749,200,30,1,1,283,0,15,1
867769,65,3,116,3,73,0,6,0
868548,58,10,7,1,0,0,12,0
869522,65,2,2,1,0,1,2,0
870119,185,4,8,1,8,0,3,1
871076,115,4,6,1,0,0,76,1
872035,100,30,0,2,365,1,4,0
872210,200,1,0,1,0,1,19,0
873465,115,2,20,1,282,0,22,1
873701,140,4,125,1,239,0,15,1
874683,62,2,22,1,87,0,21,0
874706,95,3,154,1,310,0,0,1
875111,100,3,7,1,0,0,6,1
875567,113,3,71,1,343,1,11,1
876355,108,30,5,1,230,1,45,1
876565,62,3,112,3,59,0,6,0
877135,95,3,36,1,89,0,12,1
878142,200,4,4,2,0,0,12,1
880256,165,2,21,1,347,1,2,1
880424,60,1,109,1,2,0,24,0
882209,80,2,37,2,89,0,12,0
882258,100,6,78,1,0,0,24,1
882559,110,3,213,1,281,1,7,0
883209,50,3,15,1,365,0,6,2
883306,79,2,102,3,361,0,3,0
883423,140,3,93,1,65,0,33,1
883517,339,4,28,1,167,1,8,1
886808,55,1,116,2,298,2,37,0
886833,81,1,313,2,263,2,37,1
887129,191,3,156,1,21,0,12,1
887292,139,3,106,1,248,0,21,1
887355,500,5,1,1,281,1,5,1
888583,120,2,27,1,280,0,20,1
888905,60,2,53,4,0,1,4,0
890794,70,2,0,1,188,2,83,0
890839,295,2,8,3,365,0,15,1
890855,100,6,10,1,0,0,3,1
891117,49,1,594,3,339,1,2,0
892463,150,3,9,1,0,1,11,1
892704,120,2,163,1,161,0,6,1
893413,2500,30,15,1,89,1,19,1
893853,175,25,49,1,188,1,50,1
894015,107,2,147,1,27,0,6,1
894063,98,3,78,1,268,0,12,0
894093,47,1,71,1,0,2,56,0
895368,100,180,0,4,365,1,2,1
895386,170,5,86,3,29,1,2,1
898669,150,3,90,1,184,1,11,1
898861,63,3,104,1,256,2,94,1
900383,110,3,28,1,34,0,6,2
900503,275,3,0,1,0,0,3,1
903906,329,4,2,1,0,0,10,1
903947,49,1,597,3,342,1,2,0
903972,49,1,607,3,293,1,2,0
904060,165,4,37,1,343,0,3,1
905425,160,5,152,1,281,0,20,1
905947,38,3,66,3,283,0,22,0
906038,170,7,28,1,333,1,8,1
906058,105,2,233,1,294,1,45,0
907966,50,2,30,3,249,0,20,0
908046,100,30,0,2,365,1,4,0
908923,100,3,2,1,0,1,19,1
909859,890,3,26,1,341,0,16,1
910976,160,3,24,2,352,1,43,0
911092,145,2,157,1,221,1,19,1
912376,51,3,4,1,188,0,6,0
915020,150,3,136,1,301,0,10,1
916311,180,3,5,2,31,1,19,0
917058,225,1,3,1,188,1,52,1
918049,250,3,48,1,217,1,14,1
918239,56,1,103,1,65,0,12,0
918426,70,7,73,4,212,0,29,0
919491,70,2,163,1,163,0,16,0
919830,125,2,153,1,161,1,14,0
919978,399,2,287,1,284,1,7,1
919990,157,6,1,1,24,0,33,1
920930,145,7,28,1,188,0,6,1
921441,75,1,120,1,90,1,30,0
921585,280,3,68,1,280,0,6,1
921624,220,4,22,1,8,0,12,1
921862,190,28,28,1,283,1,8,1
923566,200,6,22,2,354,1,8,1
923979,77,1,78,1,168,2,94,1
924600,35,5,69,3,244,0,6,0
924658,30,5,91,3,248,0,6,2
924719,199,29,12,1,31,1,19,1
925075,140,3,25,1,157,1,7,1
925137,124,30,4,1,42,1,14,1
925240,295,7,92,1,316,1,19,1
925730,160,7,13,1,335,1,9,1
926337,349,1,30,2,365,2,25,0
927408,98,2,38,6,158,0,3,0
927597,76,1,75,2,0,2,37,0
927987,230,3,20,1,282,1,28,1
929032,60,3,13,1,0,0,97,0
931352,40,5,0,1,0,0,21,0
931642,118,30,116,1,228,1,5,0
932277,125,20,35,1,311,0,40,0
933129,195,29,55,2,233,0,13,1
933861,85,2,100,1,63,1,7,0
936218,55,14,17,1,41,1,2,0
937678,155,2,20,1,0,0,21,1
938022,99,1,94,1,358,0,12,0
939657,140,30,81,2,194,1,2,1
939724,85,1,32,3,340,0,6,0
940115,75,7,15,1,178,0,15,1
940116,53,5,39,2,282,0,79,0
941179,150,2,42,1,365,0,15,1
941642,179,3,209,1,202,1,7,1
944040,135,1,67,1,348,0,15,1
944049,200,4,45,1,48,1,11,1
944183,200,3,1,1,0,1,2,1
944755,100,5,117,2,73,0,24,1
944840,134,14,14,1,0,0,40,1
945297,100,1,414,2,231,1,19,0
947810,50,20,11,1,269,1,28,0
947963,50,40,16,1,324,0,12,0
949713,400,30,30,1,67,0,34,1
951365,115,2,74,2,314,2,44,1
951944,235,3,73,1,44,1,27,1
953275,125,7,50,1,188,1,4,1
953951,250,2,56,1,134,1,11,1
955153,650,5,7,2,90,1,27,1
955542,97,7,13,4,204,0,29,0
956412,189,2,236,2,279,0,40,1
957002,100,1,129,1,281,1,8,1
957642,49,5,114,3,323,0,24,0
958444,84,3,67,1,0,4,120,1
959349,165,7,5,1,0,0,12,1
959478,87,59,51,1,0,1,9,1
959871,120,6,15,2,9,0,12,0
959948,195,10,10,1,270,1,27,1
960210,89,1,21,3,365,0,6,0
962045,62,2,324,1,267,0,21,0
964379,130,28,14,2,340,0,90,1
966104,75,3,51,1,127,1,19,0
968848,64,2,35,1,329,0,29,0
969463,150,2,11,1,364,0,12,1
971158,100,2,53,1,350,1,2,0
971247,190,3,159,1,244,1,8,1
972426,98,2,7,4,273,0,12,0
973128,150,30,48,1,0,0,32,1
973535,99,3,158,2,322,2,103,1
973653,100,185,0,4,358,1,2,1
975229,159,4,65,1,1,1,19,1
975250,70,1,18,3,146,0,21,0
975965,91,5,395,2,1,1,19,0
975990,325,1,11,1,363,0,32,1
976167,149,4,33,1,313,0,75,1
976242,200,10,35,1,51,1,19,1
977870,169,2,61,1,59,1,8,1
978062,249,3,10,1,5,1,11,1
978386,85,2,260,1,254,2,56,1
978615,81,2,183,2,326,2,56,0
980098,199,2,54,1,322,1,19,1
980561,88,3,37,1,47,1,2,1
981410,170,4,1,1,273,1,11,1
981494,100,1,0,1,0,1,45,1
982038,130,9,3,1,329,0,13,1
983625,135,30,190,4,253,1,2,1
984721,65,30,25,2,188,0,90,1
985338,100,180,0,1,365,0,32,1
986727,165,3,281,2,177,1,4,1
987329,78,4,70,2,348,2,56,0
987616,350,5,12,1,0,0,36,1
989976,160,3,96,1,298,2,37,1
990130,225,5,6,1,188,0,29,1
990367,170,5,25,1,177,1,2,1
990529,349,3,3,2,87,1,1,0
992508,65,2,57,4,251,1,4,0
992598,420,3,182,1,301,1,19,0
992891,119,3,17,1,0,1,64,1
992977,100,365,1,1,365,0,16,1
993040,97,3,185,1,6,1,2,1
993514,191,30,8,8,346,1,8,1
993575,187,30,13,8,346,1,8,1
993576,172,30,4,8,346,1,8,1
995169,950,3,28,1,357,1,11,1
995187,275,4,81,2,310,0,13,1
995215,99,30,1,8,113,1,8,1
995367,334,11,14,1,238,1,52,1
995469,60,7,1,1,0,1,28,0
997404,145,3,200,1,303,0,6,1
998423,75,4,19,1,10,2,56,0
998887,130,20,33,1,11,1,27,1
999248,575,1,447,3,207,1,77,1
999977,295,7,2,2,0,1,8,1
999984,300,3,108,1,318,1,11,1
1000788,120,28,1,2,280,0,15,1
1001147,50,3,92,3,171,0,21,0
1001447,56,2,117,1,303,1,4,2
1002469,191,2,66,1,347,1,28,1
1003530,135,7,70,1,44,1,8,0
1003754,195,7,98,1,94,0,10,1
1005416,75,1,43,1,9,1,2,2
1005763,99,10,45,1,83,1,2,0
1009883,350,3,41,2,22,0,33,1
1009973,40,15,10,3,365,0,12,1
1010785,130,1,58,1,301,2,56,1
1011449,225,2,48,1,339,0,24,1
1013648,225,7,8,1,342,0,16,1
1016004,38,1,127,4,55,2,56,2
1016105,200,7,10,1,11,0,3,1
1016352,550,1,0,1,365,1,7,1
1016819,235,6,5,1,3,0,3,1
1018181,75,5,8,1,365,0,24,0
1018529,249,30,71,1,273,0,20,1
1019360,120,5,7,1,0,0,12,1
1021005,50,28,1,2,343,0,6,0
1021491,85,3,10,1,149,0,15,1
1021957,78,3,10,2,95,0,15,0
1022204,110,3,49,1,0,1,23,0
1023181,50,3,138,4,315,0,29,0
1023529,52,3,163,2,0,1,2,0
1024113,63,2,0,1,66,0,12,0
1024135,105,45,20,1,109,1,28,1
1025001,75,2,132,1,333,2,121,0
1025786,69,7,12,1,365,2,25,0
1025847,165,60,11,1,311,1,19,1
1026565,125,2,45,1,0,0,16,1
1026683,85,2,11,2,363,4,80,0
1027808,499,5,47,1,341,1,19,1
1028263,60,5,66,1,232,1,19,0
1029482,95,5,35,1,320,1,19,0
1029808,105,5,12,1,0,0,6,1
1030254,55,2,65,5,235,0,21,0
1030392,289,2,39,4,88,0,12,1
1030780,70,2,45,3,0,0,79,0
1032127,275,7,0,1,188,1,14,1
1032610,130,7,5,1,231,1,2,1
1032611,125,2,38,1,3,0,24,1
1034911,150,2,17,2,23,0,6,1
1036498,46,4,70,2,173,2,56,0
1036734,100,3,226,1,221,1,28,1
1037016,90,5,8,1,0,0,12,0
1039215,90,3,166,1,104,0,12,1
1039435,220,360,1,1,0,1,1,1
1039983,1000,1,25,3,37,1,77,1
1039984,130,30,52,3,171,0,6,1
1040156,499,6,127,2,303,1,14,1
1041996,45,2,18,2,197,1,2,0
1042416,70,2,210,2,288,0,6,1
1042806,59,1,281,3,322,2,37,0
1043046,160,5,70,1,0,1,14,1
1044502,195,4,128,1,278,1,2,1
1044731,96,3,58,1,364,0,22,0
1045491,75,3,179,2,136,0,12,0
1045897,195,3,173,3,273,0,12,1
1046443,200,1,16,2,364,2,49,0
1048190,139,30,26,1,205,0,6,1
1049224,190,30,31,2,84,1,2,1
1051575,95,2,27,1,320,1,2,0
1053523,350,3,7,1,364,1,23,1
1054006,80,3,7,3,217,1,68,0
1054201,120,5,83,2,242,1,4,1
1055029,42,1,46,2,357,1,18,0
1056119,116,4,112,1,127,0,12,1
1056185,60,1,356,3,19,0,54,0
1056256,1395,1,55,2,362,0,33,1
1056445,425,2,68,1,358,1,28,1
1056804,225,4,95,1,251,0,38,1
1057022,159,5,16,2,0,1,19,1
1059531,221,30,0,3,0,3,122,1
1059891,150,7,44,3,365,1,1,0
1060019,199,1,116,1,300,1,28,1
1061337,70,1,4,1,0,0,15,0
1063020,110,31,235,2,84,1,4,1
1063554,60,2,10,2,18,0,21,0
1065138,50,3,2,1,0,0,15,0
1066769,120,1,360,1,240,1,23,0
1067251,395,5,0,1,0,1,19,1
1068505,60,2,51,2,57,0,15,0
1069266,145,2,146,1,148,1,1,1
1069287,83,30,16,2,26,0,12,1
1070458,100,3,64,2,355,1,27,0
1071743,200,2,3,1,0,0,15,1
1072212,50,3,145,1,211,1,2,0
1072481,70,1,206,1,15,1,14,0
1073635,175,2,279,1,218,0,33,1
1073780,149,28,18,1,265,0,15,1
1073832,125,3,162,1,300,0,123,1
1074155,58,1,323,1,284,1,4,0
1074506,160,2,13,2,56,2,56,1
1076324,150,30,9,2,365,2,39,1
1077176,131,30,23,2,33,1,68,1
1077179,250,30,17,2,327,1,68,1
1077375,70,1,136,2,359,2,56,0
1079675,149,5,26,1,0,1,64,1
1080543,109,2,70,1,339,0,79,1
1080766,185,2,243,1,127,1,71,0
1080816,138,14,6,1,356,0,20,1
1080839,150,10,36,2,0,1,19,0
1083888,80,1,14,2,283,0,6,0
1086640,75,2,2,1,0,0,20,1
1087215,300,5,44,1,87,1,14,1
1089240,176,2,123,1,268,1,14,0
1089542,47,2,248,2,0,0,54,0
1089619,40,7,26,6,272,1,30,0
1090732,60,7,0,1,362,2,124,2
1091582,89,1,49,4,24,0,10,0
1091840,75,2,152,4,12,1,4,0
1092760,110,7,195,2,284,0,6,1
1093977,85,30,23,1,0,1,2,1
1095106,72,4,54,1,71,0,20,0
1096326,190,2,0,1,365,3,41,1
1096511,85,2,233,1,72,1,2,0
1097816,325,2,19,4,328,0,54,1
1098863,125,2,116,1,365,0,21,1
1099244,200,3,3,1,0,1,8,1
1100421,195,30,38,1,345,0,36,1
1100753,175,2,0,1,280,1,30,1
1101035,189,4,227,1,247,0,38,1
1101224,182,9,27,1,23,0,6,1
1102858,105,1,349,2,277,0,15,1
1102942,240,1,67,1,321,1,26,1
1102963,185,4,95,2,215,0,21,1
1105845,160,4,5,1,168,1,14,1
1106284,250,4,23,1,11,1,68,1
1107092,650,30,36,1,256,1,26,1
1107976,35,5,59,4,250,2,39,0
1108309,85,4,72,2,360,0,73,1
1109092,550,3,21,1,1,0,16,1
1110195,80,2,44,1,159,0,6,0
1110484,175,6,32,1,291,0,12,1
1112070,95,2,132,1,354,0,15,0
1112407,158,4,37,3,314,1,2,1
1112484,85,3,37,1,5,1,9,0
1113125,209,1,23,1,365,1,64,1
1114409,150,2,21,3,3,0,13,1
1114493,70,2,55,3,13,0,13,0
1114788,73,1,6,1,363,2,49,0
1115381,85,2,1,1,0,0,16,0
1117516,95,3,218,1,246,0,6,1
1117706,125,2,16,1,0,0,12,1
1118031,89,3,29,2,190,1,64,0
1121448,50,2,36,3,232,0,20,0
1121497,75,5,73,2,307,0,12,0
1121502,60,1,65,4,26,0,6,0
1123737,45,5,20,6,244,1,30,0
1123934,130,14,1,1,296,0,12,1
1123960,70,28,16,3,365,1,2,0
1124012,125,2,246,1,216,1,19,0
1124329,140,3,126,1,228,1,23,1
1126432,120,3,13,1,201,0,79,1
1126492,99,5,4,1,250,0,13,0
1126944,300,5,1,1,15,0,0,1
1127040,40,90,0,2,311,0,10,0
1127140,47,3,61,1,285,1,2,0
1128681,115,3,29,2,339,1,23,0
1129105,90,2,4,1,0,0,6,1
1129483,199,3,42,1,330,1,19,1
1130138,110,3,82,1,15,1,2,1
1130680,100,3,308,1,99,0,21,1
1130855,90,14,79,1,336,0,29,0
1131422,40,1,66,4,118,0,6,0
1131804,133,14,19,1,279,1,2,1
1132201,130,2,8,1,0,0,29,0
1132409,79,30,12,8,36,1,8,1
1132907,200,2,26,1,188,1,52,1
1133296,175,3,19,1,194,1,14,1
1134365,200,1,7,1,0,0,123,1
1136399,200,3,0,1,0,1,64,1
1137093,300,5,34,1,365,0,12,1
1137270,135,3,13,1,219,1,8,0
1137587,189,3,173,1,265,0,29,1
1137999,133,1,0,1,281,2,46,0
1138052,65,1,4,1,0,0,79,0
1138455,179,4,27,1,0,1,8,1
1139851,90,45,11,1,279,1,14,1
1140826,49,1,9,1,98,0,34,0
1141120,140,3,60,1,197,0,12,1
1142034,115,2,70,1,120,1,1,1
1144861,190,1,221,1,238,0,36,1
1145134,99,5,179,1,0,0,20,0
1145288,110,30,3,52,365,1,1,1
1145337,109,2,292,2,231,1,19,0
1146534,64,5,42,1,0,1,11,0
1146653,1000,30,24,11,364,1,8,1
1147507,750,3,9,2,364,1,19,1
1147524,175,7,2,1,8,2,49,1
1148144,47,1,6,5,353,1,4,0
1148279,60,3,140,1,189,0,6,0
1148978,48,14,46,1,287,1,30,0
1150382,100,1,54,1,0,1,4,1
1150398,105,1,127,1,88,0,16,0
1150514,138,7,1,1,0,0,13,1
1150594,129,1,96,1,324,1,19,1
1150869,170,30,4,1,1,1,45,1
1151209,139,1,284,2,160,0,20,1
1151343,94,1,30,1,218,1,2,0
1151582,115,3,1,1,0,1,28,0
1155475,499,2,126,1,256,0,13,1
1155885,79,2,198,1,250,0,6,1
1156440,200,4,26,1,0,1,19,1
1156499,152,5,13,1,241,0,20,0
1157036,50,30,10,1,205,0,0,0
1157522,212,2,51,1,147,0,12,1
1159142,108,14,4,3,38,1,4,0
1164101,89,30,13,1,282,1,11,0
1164111,89,1,273,2,47,1,4,0
1165913,65,2,12,1,332,2,39,0
1166339,239,4,3,1,184,1,8,1
1166398,99,30,13,2,280,0,21,1
1166616,80,2,56,1,249,1,30,0
1166947,125,56,0,1,365,1,30,0
1167658,55,7,116,1,308,0,20,0
1170268,160,2,31,1,0,0,21,1
1171566,100,15,5,1,197,1,64,0
1171581,1000,1,0,1,365,1,7,1
1171674,225,2,136,1,10,1,52,1
1171716,35,30,0,1,317,0,22,0
1171955,275,7,6,1,191,1,1,1
1173994,200,2,80,1,109,0,6,1
1174944,190,4,25,1,0,1,27,1
1175400,117,2,43,1,88,0,12,0
1177971,80,1,66,1,365,1,1,2
1178231,99,1,93,1,311,0,100,1
1178389,70,6,19,1,188,1,30,1
1180157,44,30,2,5,325,1,4,0
1180296,125,1,85,1,301,1,2,0
1180537,130,2,32,1,184,1,23,1
1180618,130,14,8,1,332,1,28,1
1182187,125,2,228,1,53,1,14,0
1182844,199,7,30,1,184,1,7,1
1183005,89,2,0,1,365,0,54,0
1183172,155,4,125,1,297,0,29,1
1183236,60,1,0,1,0,2,25,0
1183628,248,2,9,1,363,1,14,1
1183667,85,4,42,1,9,1,8,1
1185357,85,3,118,1,0,1,8,0
1185525,80,3,38,1,192,0,90,1
1186153,79,1,38,4,106,1,4,0
1186569,55,1,224,2,356,2,44,0
1187643,65,2,64,1,307,4,114,0
1189225,150,60,7,1,188,1,7,1
1189378,285,2,124,1,131,1,77,1
1190223,119,7,11,1,143,2,56,1
1191606,137,2,59,1,80,0,82,1
1194066,190,2,191,1,282,1,28,1
1194508,80,1,1,1,0,1,60,0
1195198,120,3,155,1,18,0,6,1
1195260,95,3,105,1,333,0,54,1
1196791,90,1,33,1,189,1,30,0
1197899,75,3,11,1,318,0,3,0
1198231,50,1,0,1,0,2,56,2
1199863,103,8,5,1,2,0,15,0
1203812,125,2,28,1,179,1,19,1
1205103,150,2,213,1,288,0,13,1
1209069,50,90,0,2,0,0,10,0
1209492,148,3,14,1,365,1,19,0
1209887,120,29,10,1,3,1,19,1
1209921,99,3,68,2,270,0,6,1
1209955,69,2,103,2,124,2,49,0
1210916,200,1,7,1,358,1,1,1
1212319,55,5,4,1,218,1,30,0
1213745,175,8,3,1,68,1,8,1
1213991,240,4,77,1,21,1,7,0
1215122,95,7,2,2,365,1,2,0
1215627,150,1,109,1,358,2,106,1
1215836,150,2,1,1,0,0,15,1
1217046,179,3,146,2,282,0,12,1
1217318,105,1,374,2,69,0,12,0
1217670,84,45,45,1,244,0,12,1
1220548,90,30,33,3,298,2,124,1
1221332,53,7,7,2,0,1,4,1
1221517,41,30,4,5,217,1,4,0
1221962,135,1,17,1,365,1,50,0
1222563,84,2,172,2,345,2,61,1
1223230,290,1,21,1,128,1,77,1
1223755,35,5,110,4,0,0,6,2
1225060,110,3,23,1,14,2,49,1
1225110,350,7,4,2,0,0,20,1
1226176,60,3,13,1,294,0,6,0
1227258,220,5,0,1,234,0,12,1
1227528,275,4,27,1,197,0,12,1
1228561,142,7,6,1,188,0,13,1
1229484,38,5,1,2,0,0,15,0
1229630,100,60,0,1,365,1,2,1
1231273,200,2,52,1,193,1,7,1
1232212,225,3,56,1,55,0,12,1
1232433,135,1,190,1,105,1,28,1
1235078,72,30,3,1,179,1,2,0
1238285,59,3,13,2,100,0,6,0
1239017,350,2,23,1,188,0,15,1
1239293,75,2,8,1,312,0,0,0
1240530,70,3,12,2,0,0,21,0
1240586,99,30,4,1,0,1,2,1
1240594,42,3,28,2,355,0,84,0
1241905,60,2,11,2,296,0,21,0
1244117,125,1,153,1,1,0,6,1
1245479,99,6,148,3,252,0,12,0
1245977,99,5,12,1,0,0,29,1
1251566,165,3,130,1,0,0,6,1
1251681,250,5,11,1,34,0,0,1
1251889,135,4,12,1,365,0,12,0
1252565,58,5,66,1,242,1,2,0
1252826,250,3,0,1,10,1,28,1
1255828,95,3,191,1,207,1,8,0
1256536,125,1,92,1,247,1,28,1
1256768,147,7,42,1,365,0,16,1
1258651,300,3,66,1,286,1,2,1
1260727,350,14,4,1,5,1,50,1
1262053,102,2,24,1,0,0,79,1
1263964,95,5,206,1,252,1,2,0
1264621,65,1,85,15,345,0,6,0
1264663,350,5,0,1,365,0,24,1
1264695,595,3,106,1,247,1,14,1
1264920,165,3,21,1,363,1,8,2
1266411,181,3,153,1,174,0,6,1
1267186,110,1,4,1,0,1,1,0
1267945,65,1,119,15,313,0,6,0
1267954,155,2,114,1,314,0,3,1
1270324,50,30,1,2,253,0,6,0
1271103,85,2,1,1,0,2,121,1
1271361,120,5,6,1,66,0,12,0
1273533,75,1,2,1,0,0,6,0
1275942,55,1,127,15,318,0,6,0
1276554,200,1,3,1,0,0,32,0
1276760,75,7,10,1,0,0,12,1
1277955,150,1,1,3,129,0,17,1
1278784,60,2,147,1,213,4,98,0
1279234,150,50,4,1,312,0,15,1
1280188,240,1,77,1,116,0,12,1
1281023,150,3,18,1,0,1,4,0
1281054,200,3,0,1,0,1,19,1
1281257,269,5,18,1,179,1,43,1
1283453,112,2,9,2,0,0,12,0
1284776,250,5,49,1,0,0,33,1
1284789,390,3,0,1,28,0,29,1
1286024,350,3,27,1,22,1,43,1
1290208,80,3,67,1,85,1,23,1
1290336,295,2,114,3,79,0,12,1
1291020,160,30,1,2,39,0,10,0
1291245,399,2,2,1,0,1,9,1
1291261,150,12,16,1,35,1,52,1
1291490,60,1,142,15,321,0,6,0
1291561,219,6,45,1,188,1,52,1
1292428,119,4,106,2,23,1,14,0
1294721,190,4,1,1,0,0,12,1
1294973,140,5,90,1,16,1,8,0
1297171,125,2,4,1,364,0,12,0
1297663,144,4,27,1,0,1,11,1
1300097,1500,1,0,1,0,0,32,0
1300216,100,1,102,1,33,2,56,1
1300950,115,2,57,2,288,0,13,0
1301321,1899,7,18,1,0,1,11,1
1302684,110,29,10,1,205,1,30,1
1303515,140,14,51,1,298,1,11,1
1303850,94,2,1,1,3,1,45,1
1304181,50,1,49,1,14,1,1,0
1304459,131,4,68,1,5,0,12,1
1304952,175,2,5,2,334,0,13,0
1305265,299,3,4,1,321,0,0,1
1305346,145,30,12,1,342,1,27,1
1306749,145,2,64,1,132,1,2,1
1306966,175,2,2,1,0,1,52,1
1307095,109,5,5,1,22,1,68,0
1307723,150,1,28,1,364,1,8,0
1308155,133,7,0,1,0,0,6,0
1308308,399,3,108,2,351,1,7,1
1309148,48,25,4,1,311,0,15,0
1310672,75,3,73,8,341,0,21,0
1312228,55,1,3,2,343,0,3,0
1313340,75,3,107,4,255,0,15,0
1313593,465,30,11,1,273,1,19,1
1313711,151,1,173,1,213,0,24,1
1313768,199,3,6,1,12,0,12,1
1316480,45,1,117,15,236,0,6,0
1316961,160,3,24,1,365,0,3,1
1317612,36,1,173,5,360,0,22,0
1320550,235,2,10,1,345,1,28,1
1322432,225,4,5,1,365,0,6,1
1323349,300,3,19,1,0,1,19,1
1323801,35,5,120,4,0,0,6,2
1324087,80,70,44,1,198,2,56,1
1325432,79,2,61,1,353,2,31,0
1325472,82,1,6,2,334,1,30,0
1325473,82,1,5,2,311,1,30,0
1325507,215,3,2,4,189,0,29,1
1325759,147,3,14,2,0,0,12,1
1325911,145,2,26,1,269,1,26,1
1326514,65,3,72,1,157,0,15,0
1326566,78,3,24,3,28,0,10,0
1327775,120,3,2,1,0,2,25,1
1327940,120,3,13,2,327,0,22,1
1329559,95,1,86,1,86,1,23,0
1330056,90,1,115,3,359,0,12,0
1330753,95,25,11,1,168,0,12,1
1330775,100,7,41,1,45,0,12,1
1331231,350,6,3,1,351,1,1,1
1331960,188,3,38,1,261,0,6,1
1332473,80,1,5,1,363,2,61,0
1334633,175,4,5,1,0,1,11,1
1334793,495,7,4,1,256,0,33,1
1335036,250,3,155,1,159,1,53,1
1335510,115,7,3,1,0,0,12,1
1335550,55,1,75,15,285,0,6,0
1336223,93,39,25,19,245,1,14,1
1336230,93,120,34,19,316,1,14,1
1336390,199,3,35,1,69,1,14,1
1336984,70,2,6,1,0,0,6,0
1337148,125,6,0,1,0,1,18,1
1338362,125,30,2,52,282,1,8,1
1340982,169,7,11,1,24,1,28,1
1342507,150,2,24,1,296,0,12,1
1342515,61,1,86,1,233,1,2,0
1343532,40,7,14,2,221,0,15,0
1346003,150,3,52,1,342,0,12,1
1347126,65,2,14,1,275,0,13,0
1347175,90,3,0,1,353,4,59,0
1347204,190,3,123,3,248,1,2,1
1347478,79,2,11,1,73,0,12,0
1347847,225,3,230,1,259,0,6,1
1348118,185,3,141,3,258,1,2,1
1349187,100,2,8,1,156,0,15,0
1349237,85,2,146,1,129,1,2,0
1349658,75,2,20,1,29,1,45,0
1350055,85,3,2,1,89,0,12,0
1351217,98,3,144,1,249,0,6,1
1351427,262,30,1,1,16,0,0,1
1352560,145,2,30,1,278,2,25,1
1352657,280,2,7,1,365,1,28,1
1354042,210,5,11,1,8,1,19,1
1354250,70,15,2,1,0,0,13,1
1354415,100,3,162,4,141,0,6,1
1354775,250,1,0,1,0,1,48,1
1354973,59,1,123,1,336,0,6,0
1356710,199,1,141,1,130,1,19,0
1357021,219,1,78,5,301,1,1,1
1358963,100,1,96,2,333,0,29,0
1359438,175,30,58,1,220,0,16,1
1360781,220,1,2,2,364,1,11,0
1360791,40,28,91,4,325,0,84,0
1360932,120,15,0,1,365,1,2,0
1361017,140,2,24,1,255,0,16,1
1361428,105,1,16,2,308,1,64,0
1363957,110,10,6,1,13,0,12,1
1365000,131,7,140,1,32,0,3,1
1365028,265,4,95,1,257,1,27,1
1367775,54,30,5,1,2,1,51,0
1370154,800,1,2,2,364,1,11,1
1370405,53,1,245,3,90,0,54,0
1371957,99,3,5,1,365,1,30,1
1373456,65,5,39,1,187,0,21,0
1374457,55,28,0,1,365,0,12,0
1377134,120,3,90,2,173,1,19,0
1377320,169,120,3,1,36,1,8,1
1377820,180,4,28,1,280,1,14,1
1378165,67,7,2,1,14,0,6,0
1380326,111,2,77,2,259,1,28,0
1382158,90,1,77,1,269,1,27,0
1382607,259,1,2,1,0,0,33,1
1386742,89,3,231,2,38,1,8,0
1390532,129,30,7,52,189,0,20,1
1391024,69,2,98,1,20,0,21,0
1391683,75,4,14,3,0,1,30,0
1392144,250,5,25,1,220,0,15,1
1392330,120,1,226,2,274,0,6,1
1392673,129,30,6,52,249,0,20,1
1396458,199,28,33,1,315,0,29,1
